name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.5,1.02,185,1,3,0.8,7,2qb,10,6,1381,2026-06-27,2026-07-27
Jahmyr Gibbs,2,2,RB,DET,5672,2.2,1.02,102,1,4,0.8,6,2qb,10,6,1381,2026-06-27,2026-07-27
Bijan Robinson,3,3,RB,ATL,5670,2.7,1.03,92,1,4,0.6,11,2qb,10,6,1381,2026-06-27,2026-07-27
Joe Burrow,4,4,QB,CIN,4882,4.3,1.04,85,2,6,1.1,6,2qb,10,6,1381,2026-06-27,2026-07-27
Lamar Jackson,5,5,QB,BAL,2888,4.7,1.05,146,2,7,1.2,13,2qb,10,6,1381,2026-06-27,2026-07-27
Dak Prescott,6,6,QB,DAL,2377,5.8,1.06,45,1,10,2.1,14,2qb,10,6,1381,2026-06-27,2026-07-27
Jonathan Taylor,7,7,RB,IND,4864,6.8,1.07,100,3,12,1.7,13,2qb,10,6,1381,2026-06-27,2026-07-27
Drake Maye,8,8,QB,NE,6187,7.4,1.07,138,2,12,1.9,11,2qb,10,6,1381,2026-06-27,2026-07-27
Puka Nacua,9,9,WR,LAR,5714,7.7,1.08,159,1,13,2.5,11,2qb,10,6,1381,2026-06-27,2026-07-27
Ja'Marr Chase,10,10,WR,CIN,5177,11.3,2.01,353,1,26,5,6,2qb,10,6,1381,2026-06-27,2026-07-27
Jayden Daniels,11,11,QB,WAS,5854,12,2.02,152,5,20,2.6,7,2qb,10,6,1381,2026-06-27,2026-07-27
Justin Herbert,12,13,QB,LAC,4887,12.4,2.02,59,8,18,1.8,7,2qb,10,6,1381,2026-06-27,2026-07-27
Patrick Mahomes,13,12,QB,KC,2462,12.4,2.02,51,1,26,5.1,5,2qb,10,6,1381,2026-06-27,2026-07-27
Christian McCaffrey,14,14,RB,SF,2434,13.1,2.03,228,4,21,3.5,8,2qb,10,6,1381,2026-06-27,2026-07-27
Trevor Lawrence,15,15,QB,JAX,5186,13.5,2.03,34,7,18,2.6,7,2qb,10,6,1381,2026-06-27,2026-07-27
Jaxon Smith-Njigba,16,16,WR,SEA,5671,16.1,2.06,275,8,30,3.8,11,2qb,10,6,1381,2026-06-27,2026-07-27
Derrick Henry,17,17,RB,BAL,2350,16.8,2.07,72,11,23,2.7,13,2qb,10,6,1381,2026-06-27,2026-07-27
Jalen Hurts,18,18,QB,PHI,5025,17.1,2.07,92,4,29,4.8,10,2qb,10,6,1381,2026-06-27,2026-07-27
