name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,135,K,DAL,6162,130.3,17.02,1650,70,185,23.1,14,ppr,8,6,6665,2026-08-10,2026-08-17
Jason Myers,2,149,K,SEA,2424,140.3,18.04,178,92,186,18.3,11,ppr,8,6,6665,2026-08-10,2026-08-17
Ka'imi Fairbairn,3,151,K,HOU,2531,141.7,18.06,121,93,187,18.5,8,ppr,8,6,6665,2026-08-10,2026-08-17
Cameron Dicker,4,155,K,LAC,5538,143.7,18.08,178,96,190,18.2,7,ppr,8,6,6665,2026-08-10,2026-08-17
Jake Bates,5,163,K,DET,6055,148.2,19.04,162,96,189,19.9,6,ppr,8,6,6665,2026-08-10,2026-08-17
Harrison Mevis,6,172,K,LAR,6299,152.7,20.01,77,122,191,14.5,11,ppr,8,6,6665,2026-08-10,2026-08-17
Chase McLaughlin,7,184,K,TB,4865,155.7,20.04,117,119,189,13.8,10,ppr,8,6,6665,2026-08-10,2026-08-17
Tyler Loop,8,187,K,BAL,6587,156.2,20.04,136,114,189,16,13,ppr,8,6,6665,2026-08-10,2026-08-17
Nick Folk,9,185,K,ATL,383,156.2,20.04,32,137,180,13,11,ppr,8,6,6665,2026-08-10,2026-08-17
Andy Borregales,10,186,K,NE,6585,156.2,20.04,6,145,174,13.2,11,ppr,8,6,6665,2026-08-10,2026-08-17
Chris Boswell,11,189,K,PIT,2340,156.6,20.05,28,118,202,17.3,9,ppr,8,6,6665,2026-08-10,2026-08-17
Cam Little,12,190,K,JAX,6188,156.8,20.05,285,109,210,18.6,7,ppr,8,6,6665,2026-08-10,2026-08-17
Will Reichard,13,192,K,MIN,6296,159.2,20.07,76,117,191,16.4,6,ppr,8,6,6665,2026-08-10,2026-08-17
Eddy Piñeiro,14,197,K,SF,3097,160.5,21.01,51,139,201,15.7,8,ppr,8,6,6665,2026-08-10,2026-08-17
Harrison Butker,15,201,K,KC,2514,161.3,21.01,126,117,201,16.8,5,ppr,8,6,6665,2026-08-10,2026-08-17
Trey Smack,16,208,K,GB,6835,162.3,21.02,14,139,177,15.5,11,ppr,8,6,6665,2026-08-10,2026-08-17
Wil Lutz,17,211,K,DEN,2522,162.9,21.03,103,117,209,17.5,10,ppr,8,6,6665,2026-08-10,2026-08-17
Cairo Santos,18,213,K,CHI,2335,162.9,21.03,47,140,202,13.9,10,ppr,8,6,6665,2026-08-10,2026-08-17
Tyler Bass,19,226,K,BUF,5036,167,21.07,11,141,209,23,7,ppr,8,6,6665,2026-08-10,2026-08-17
Blake Grupe,20,241,K,IND,6046,170.4,22.02,23,144,210,14.3,13,ppr,8,6,6665,2026-08-10,2026-08-17
Evan McPherson,21,243,K,CIN,5669,170.5,22.02,84,135,210,16,6,ppr,8,6,6665,2026-08-10,2026-08-17
