name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,137,K,DAL,6162,129.9,17.02,1866,73,185,21.9,14,ppr,8,6,7112,2026-08-14,2026-08-21
Jason Myers,2,150,K,SEA,2424,140,18.04,176,91,185,18.8,11,ppr,8,6,7112,2026-08-14,2026-08-21
Ka'imi Fairbairn,3,156,K,HOU,2531,142.6,18.07,124,98,185,16.8,8,ppr,8,6,7112,2026-08-14,2026-08-21
Cameron Dicker,4,159,K,LAC,5538,143.8,18.08,252,99,187,16.9,7,ppr,8,6,7112,2026-08-14,2026-08-21
Jake Bates,5,165,K,DET,6055,145.8,19.02,180,91,189,20.9,6,ppr,8,6,7112,2026-08-14,2026-08-21
Joey Slye,6,172,K,TEN,4868,150.7,19.07,11,148,178,9,9,ppr,8,6,7112,2026-08-14,2026-08-21
Harrison Mevis,7,173,K,LAR,6299,151,19.07,110,113,194,16.4,11,ppr,8,6,7112,2026-08-14,2026-08-21
Tyler Loop,8,177,K,BAL,6587,154.3,20.02,194,119,189,15.7,13,ppr,8,6,7112,2026-08-14,2026-08-21
Chase McLaughlin,9,178,K,TB,4865,154.4,20.02,126,116,189,14.7,10,ppr,8,6,7112,2026-08-14,2026-08-21
Cam Little,10,180,K,JAX,6188,154.8,20.03,372,109,210,18,7,ppr,8,6,7112,2026-08-14,2026-08-21
Trey Smack,11,187,K,GB,6835,155.9,20.04,13,138,177,17.2,11,ppr,8,6,7112,2026-08-14,2026-08-21
Tyler Bass,12,189,K,BUF,5036,156,20.04,12,139,178,16.7,7,ppr,8,6,7112,2026-08-14,2026-08-21
Chris Boswell,13,197,K,PIT,2340,157.7,20.06,57,136,203,14.8,9,ppr,8,6,7112,2026-08-14,2026-08-21
Harrison Butker,14,210,K,KC,2514,160.2,20.08,143,116,201,16.7,5,ppr,8,6,7112,2026-08-14,2026-08-21
Wil Lutz,15,214,K,DEN,2522,160.9,21.01,165,119,207,16.9,10,ppr,8,6,7112,2026-08-14,2026-08-21
Jake Elliott,16,217,K,PHI,2529,162.2,21.02,6,105,207,39.2,10,ppr,8,6,7112,2026-08-14,2026-08-21
Will Reichard,17,219,K,MIN,6296,162.6,21.03,95,115,204,18.1,6,ppr,8,6,7112,2026-08-14,2026-08-21
Blake Grupe,18,222,K,IND,6046,163.5,21.03,60,135,209,17,13,ppr,8,6,7112,2026-08-14,2026-08-21
Eddy Piñeiro,19,229,K,SF,3097,165.2,21.05,60,140,204,15.7,8,ppr,8,6,7112,2026-08-14,2026-08-21
Cairo Santos,20,237,K,CHI,2335,168,21.08,43,140,208,16.2,10,ppr,8,6,7112,2026-08-14,2026-08-21
Andy Borregales,21,242,K,NE,6585,168.7,22.01,16,124,206,20.7,11,ppr,8,6,7112,2026-08-14,2026-08-21
Evan McPherson,22,249,K,CIN,5669,170.1,22.02,98,136,210,15.3,6,ppr,8,6,7112,2026-08-14,2026-08-21
Nick Folk,23,257,K,ATL,383,173.2,22.05,13,136,204,23,11,ppr,8,6,7112,2026-08-14,2026-08-21
Dominic Zvada,24,266,K,NYG,6936,192.4,24.08,5,167,201,14.4,8,ppr,8,6,7112,2026-08-14,2026-08-21
