name,Rank,source_rank,position,team,source_player_id,games_played,fgm,fga,longest_field_goal,fg_1_19_made,fg_1_19_attempts,fg_20_29_made,fg_20_29_attempts,fg_30_39_made,fg_30_39_attempts,fg_40_49_made,fg_40_49_attempts,fg_50_plus_made,fg_50_plus_attempts,xpm,xpa,projected_fantasy_points,projected_fantasy_points_per_game,season
Jason Myers,1,1,K,SEA,2169640,16,36,40,,0.284,0.284,7.8,8.5,12,12.6,9.7,11,6,6,45,46,153,9.6,2026
Ka'imi Fairbairn,2,2,K,HOU,1996562,16,36,40,,0.305,0.305,8.4,8.8,9.9,10.1,10.7,11.9,6.5,6.5,39,40,147,9.2,2026
Nick Folk,3,3,K,ATL,410721,16,33,37,,0.27,0.27,7.4,7.5,8.8,8.9,10.6,12.9,5.7,5.7,44,44,143,8.9,2026
Harrison Butker,4,4,K,KC,2078888,17,34,40,,0.522,0.523,9.7,10,10.3,10.5,9.2,10.9,4.43,4.43,37,41,139,8.2,2026
Cairo Santos,5,6,K,CHI,2132690,16,30,35,,0.239,0.24,6.6,6.7,8.2,9,10.2,12.3,5.1,5.1,48,48,138,8.6,2026
Jake Bates,6,5,K,DET,3173439,16,29,35,,0.228,0.228,6.9,7,8.2,8.3,8.7,10.5,4.62,4.62,51,53,138,8.6,2026
Spencer Shrader,7,7,K,IND,3131541,16,32,36,,0.26,0.262,9.3,9.4,10.1,10.8,7.4,8.5,4.97,4.97,41,46,137,8.6,2026
Brandon Aubrey,8,9,K,DAL,2815718,16,31,35,,0.256,0.256,7.6,7.6,8.3,9,9.3,10.4,5.4,5.4,42,45,135,8.4,2026
Evan McPherson,9,8,K,CIN,2962681,16,30,33,,0.253,0.254,7,7,8.2,8.3,8.9,9.9,5.4,5.4,45,48,135,8.4,2026
Will Reichard,10,12,K,MIN,3121084,16,31,33,,0.262,0.262,7.2,7.3,10.1,10.3,7.5,8.4,5.6,5.6,41,41,134,8.4,2026
Wil Lutz,11,10,K,DEN,2008545,17,30,36,,0.221,0.222,8.5,8.6,10.1,10.4,6.4,9.2,4.5,4.5,44,44,134,7.9,2026
Tyler Loop,12,11,K,BAL,3174704,16,28,32,,0.221,0.221,8.3,8.4,9.1,9.2,8,8.9,2.21,2.21,50,51,134,8.4,2026
Cameron Dicker,13,14,K,LAC,2961997,16,32,35,,0.254,0.254,7,7.1,10.1,10.7,9.7,10.8,4.95,4.95,35,37,131,8.2,2026
Cam Little,14,13,K,JAC,26702477,16,28,31,,0.221,0.221,6.1,6.1,7.2,7.3,9.4,10.8,4.7,4.7,47,48,131,8.2,2026
Chase McLaughlin,15,15,K,TB,2165272,16,30,36,,0.26,0.26,7.1,7.2,9.7,11.2,7.5,10.1,5.5,5.5,40,41,130,8.1,2026
Tyler Bass,16,16,K,BUF,2188356,16,26,30,,0.211,0.211,5.8,6.4,10,10.1,7.2,9.3,3.1,3.1,47,50,125,7.8,2026
Eddy Pineiro,17,18,K,SF,2221833,16,29,32,,0.241,0.241,6.8,6.8,7.8,8.1,9.1,10.1,5.1,5.1,36,40,123,7.7,2026
Harrison Mevis,18,17,K,LAR,3162619,16,25,27,,0.214,0.216,5.9,5.9,7,7.3,9.1,10.1,2.97,2.97,48,49,123,7.7,2026
Trey Smack,19,19,K,GB,28899321,16,28,33,,0.275,0.277,7.9,8.1,8.8,9.8,7.9,10.2,3.2,3.2,36,41,120,7.5,2026
Jason Sanders,20,20,K,NYJ,2131909,16,28,33,,0.233,0.234,6.4,6.5,10.1,10.2,6.7,9.4,4.96,4.96,35,37,119,7.4,2026
Daniel Carlson,21,21,K,NO,2079862,16,28,35,,0.222,0.222,8.6,8.7,7.8,7.9,6.4,8.7,4.72,4.72,33,35,117,7.3,2026
Jake Elliott,22,22,K,PHI,2080295,16,25,31,,0.19,0.19,5.2,5.3,9,9.2,7.6,9.8,2.61,2.61,40,43,115,7.2,2026
Drew Stevens,23,23,K,WAS,28873746,16,26,31,,0.255,0.258,7.1,7.4,8.2,9.1,7.2,9.4,3.01,3.01,36,41,114,7.1,2026
Chad Ryland,24,24,K,ARI,2964074,16,26,33,,0.208,0.208,5.7,5.8,8,8.6,8.2,10.4,4.09,4.09,35,35,113,7.1,2026
Andres Borregales,25,25,K,NE,26699665,16,24,28,,0.37,0.371,6.2,6.2,7.2,8,5.7,8.5,4.2,4.2,39,40,111,6.9,2026
Riley Patterson,26,26,K,MIA,2865368,16,25,29,,0.198,0.199,5.5,5.5,8.5,9.3,8.4,10.1,2.5,2.5,34,35,109,6.8,2026
Dominic Zvada,27,27,K,NYG,28876817,16,24,29,,0.239,0.242,6.7,6.9,7.7,8.6,6.7,8.8,2.51,2.51,35,36,107,6.7,2026
Joey Slye,28,28,K,TEN,3116871,16,25,31,,0.215,0.216,5.9,6.2,7,7.3,7.7,9.6,4.58,4.58,31,32,106,6.6,2026
Chris Boswell,29,29,K,PIT,1724930,16,23,27,,0.187,0.187,5.8,5.9,6.1,7.2,7.4,8.3,3.97,3.97,33,34,102,6.4,2026
Ryan Fitzgerald,30,30,K,CAR,3126649,16,23,28,,0.195,0.195,5.5,5.5,7.3,8.2,8.3,9.2,1.83,1.83,31,35,100,6.3,2026
Andre Szmyt,31,31,K,CLE,2868551,16,22,25,,0.172,0.173,5.3,5.4,8.2,8.5,4.96,6.1,3.66,3.66,33,33,99,6.2,2026
Matt Gay,32,32,K,LV,2870511,16,21,26,,0.164,0.165,4.59,4.64,6.1,6.8,7,7.8,2.84,2.84,30,30,93,5.8,2026
