name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.02,0.15,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,8,2.57,1.16,17233
Drake Maye,3,QB,NE,QB3,1,2,9,3.54,1.20,23046
Joe Burrow,4,QB,CIN,QB4,1,2,19,5.08,2.71,19196
Jayden Daniels,5,QB,WAS,QB5,2,3,18,6.30,3.55,22902
Jalen Hurts,6,QB,PHI,QB6,2,3,26,7.32,3.67,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,6,12,7.75,2.44,19788
Puka Nacua,8,WR,LAR,WR2,2,6,20,10.62,2.49,23180
Jahmyr Gibbs,9,RB,DET,RB1,2,2,37,11.11,3.95,22968
Caleb Williams,10,QB,CHI,QB7,2,2,29,11.15,5.48,23084
Bijan Robinson,11,RB,ATL,RB2,2,3,25,11.28,2.56,23133
Justin Herbert,12,QB,LAC,QB8,2,3,41,11.48,6.49,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,23,12.59,2.46,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,9,41,14.67,3.87,19799
Trevor Lawrence,15,QB,JAC,QB9,3,6,32,15.08,5.74,19780
Dak Prescott,16,QB,DAL,QB10,3,5,37,15.70,5.81,15600
Christian McCaffrey,17,RB,SF,RB3,3,12,46,18.66,7.98,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,46,20.66,4.20,19202
Jaxson Dart,19,QB,NYG,QB11,3,5,39,21.45,7.43,23160
Justin Jefferson,20,WR,MIN,WR6,3,12,47,21.51,5.19,19236
Brock Purdy,21,QB,SF,QB12,3,8,50,21.66,6.52,19797
Jonathan Taylor,22,RB,IND,RB4,4,13,48,25.01,8.16,19217
Drake London,23,WR,ATL,WR7,4,20,49,26.24,6.92,23163
Bo Nix,24,QB,DEN,QB13,4,14,55,26.71,7.74,22910
Patrick Mahomes II,25,QB,KC,QB14,4,17,41,27.57,6.55,16413
A.J. Brown,26,WR,NE,WR8,4,20,68,28.95,8.56,18218
