name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.33,0.62,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.75,1.53,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,9,4.50,2.02,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,11,5.17,2.70,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.08,1.66,19788
Caleb Williams,6,QB,CHI,QB5,2,4,14,7.58,2.87,23084
Joe Burrow,7,QB,CIN,QB6,2,3,21,8.83,5.84,19196
Jaxon Smith-Njigba,8,WR,SEA,WR2,2,2,16,9.67,4.07,23070
Jahmyr Gibbs,9,RB,DET,RB1,2,6,18,9.83,3.21,22968
Bijan Robinson,10,RB,ATL,RB2,2,6,18,9.83,3.08,23133
Puka Nacua,11,WR,LAR,WR3,2,7,18,10.50,3.50,23180
Justin Herbert,12,QB,LAC,QB7,2,5,26,11.25,5.21,18635
Jalen Hurts,13,QB,PHI,QB8,3,6,23,14.83,4.74,19275
Patrick Mahomes II,14,QB,KC,QB9,3,10,24,14.92,3.80,16413
Amon-Ra St. Brown,15,WR,DET,WR4,3,9,22,15.25,4.02,19799
Trevor Lawrence,16,QB,JAC,QB10,3,11,27,16.58,4.63,19780
Justin Jefferson,17,WR,MIN,WR5,3,13,24,18.25,3.47,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,29,20.75,4.92,19202
Ashton Jeanty,19,RB,LV,RB3,3,12,29,20.92,5.24,25989
Brock Purdy,20,QB,SF,QB11,4,14,34,22.67,6.25,19797
Malik Nabers,21,WR,NYG,WR7,4,14,34,22.75,6.38,25409
Jeremiyah Love,22,RB,ARI,RB4,4,13,34,23.08,5.92,25403
Drake London,23,WR,ATL,WR8,4,15,27,24.08,3.33,23163
Bo Nix,24,QB,DEN,QB12,4,14,41,24.58,7.99,22910
Jaxson Dart,25,QB,NYG,QB13,4,13,34,25.17,6.24,23160
De'Von Achane,26,RB,MIA,RB5,4,21,39,28.08,5.54,23136
James Cook III,27,RB,BUF,RB6,4,19,33,28.25,4.51,22958
Brock Bowers,28,TE,LV,TE1,4,18,44,29.83,8.47,22955
Omarion Hampton,29,RB,LAC,RB7,4,19,41,30.25,6.22,25395
Tetairoa McMillan,30,WR,CAR,WR9,4,24,40,31.25,4.69,25417
Dak Prescott,31,QB,DAL,QB14,4,17,57,31.75,12.34,15600
Jonathan Taylor,32,RB,IND,RB8,4,22,49,32.67,7.10,19217
Jordan Love,33,QB,GB,QB15,4,20,61,32.92,11.09,19246
George Pickens,34,WR,DAL,WR10,4,27,38,33.42,3.23,22963
Nico Collins,35,WR,HOU,WR11,5,30,40,34.08,2.93,20130
Kenneth Walker III,36,RB,KC,RB9,5,26,44,36.58,4.94,23021
Emeka Egbuka,37,WR,TB,WR12,5,25,54,37.17,8.52,23062
Chris Olave,38,WR,NO,WR13,5,35,48,39.25,3.79,20111
Trey McBride,39,TE,ARI,TE2,5,22,61,40.58,9.71,22936
Garrett Wilson,40,WR,NYJ,WR14,5,33,48,41.58,5.07,23072
Zay Flowers,41,WR,BAL,WR15,5,37,60,44.33,5.72,22916
Jared Goff,42,QB,DET,QB16,5,25,66,44.50,12.19,15501
Carnell Tate,43,WR,TEN,WR16,5,31,68,45.75,9.20,26009
DeVonta Smith,44,WR,PHI,WR17,5,40,57,45.75,5.00,19222
Luther Burden III,45,WR,CHI,WR18,5,39,59,47.08,6.09,27016
A.J. Brown,46,WR,NE,WR19,5,35,62,47.33,7.48,18218
Ladd McConkey,47,WR,LAC,WR20,5,40,56,47.50,5.12,26122
Colston Loveland,48,TE,CHI,TE3,6,28,65,49.92,10.74,26006
Chase Brown,49,RB,CIN,RB10,6,36,63,50.67,7.40,25324
Breece Hall,50,RB,NYJ,RB11,6,39,72,50.83,10.04,22982
Tee Higgins,51,WR,CIN,WR21,6,42,62,51.17,6.83,19211
Jaylen Waddle,52,WR,DEN,WR22,6,42,71,54.42,8.14,19790
Fernando Mendoza,53,QB,LV,QB17,6,32,87,56.25,12.91,28013
Rashee Rice,54,WR,KC,WR23,6,38,92,56.33,15.57,23113
Tyler Warren,55,TE,IND,TE4,6,42,79,58.83,8.05,26434
Makai Lemon,56,WR,PHI,WR24,6,47,85,59.00,10.70,25420
Rome Odunze,57,WR,CHI,WR25,6,49,82,60.33,9.31,25411
Baker Mayfield,58,QB,TB,QB18,6,54,76,60.33,7.86,17237
Christian McCaffrey,59,RB,SF,RB12,6,38,76,61.17,12.14,16393
Jordyn Tyson,60,WR,NO,WR26,6,43,92,62.00,14.55,26035
Cam Ward,61,QB,TEN,QB19,6,38,87,62.08,11.67,24755
Saquon Barkley,62,RB,PHI,RB13,6,49,75,62.75,7.14,17240
Tucker Kraft,63,TE,GB,TE5,6,55,68,63.08,4.05,25298
Jameson Williams,64,WR,DET,WR27,6,51,77,63.17,7.92,23677
C.J. Stroud,65,QB,HOU,QB20,6,31,90,63.33,22.14,23071
Tyler Shough,66,QB,NO,QB21,6,50,87,64.17,10.75,23096
Kyler Murray,67,QB,MIN,QB22,6,50,88,66.25,12.52,18600
Quinshon Judkins,68,RB,CLE,RB14,7,52,88,67.92,10.68,25391
Kyren Williams,69,RB,LAR,RB15,7,58,75,68.42,5.99,23059
Marvin Harrison Jr.,70,WR,ARI,WR28,7,55,82,69.00,8.90,23064
TreVeyon Henderson,71,RB,NE,RB16,7,50,102,69.50,13.21,23065
Harold Fannin Jr.,72,TE,CLE,TE6,7,61,86,70.75,8.24,27050
Sam LaPorta,73,TE,DET,TE7,7,67,79,73.42,3.59,22978
Kyle Pitts Sr.,74,TE,ATL,TE8,7,61,114,73.83,13.28,20164
Malik Willis,75,QB,MIA,QB23,7,44,93,74.83,14.60,23499
Christian Watson,76,WR,GB,WR29,7,54,91,75.08,9.24,23886
Brian Thomas Jr.,77,WR,JAC,WR30,7,62,94,79.25,9.64,23000
Bucky Irving,78,RB,TB,RB17,7,66,91,79.67,7.98,25981
Sam Darnold,79,QB,SEA,QB24,7,61,94,80.33,9.36,17236
Travis Etienne Jr.,80,RB,NO,RB18,7,70,92,80.50,6.99,19231
Javonte Williams,81,RB,DAL,RB19,7,62,100,80.58,10.28,22739
Cam Skattebo,82,RB,NYG,RB20,7,71,104,83.25,10.65,27166
Terry McLaurin,83,WR,WAS,WR31,7,59,104,83.58,12.75,18466
KC Concepcion,84,WR,CLE,WR32,7,58,128,86.25,18.77,27331
Matthew Stafford,85,QB,LAR,QB25,7,50,103,86.67,13.86,9451
DJ Moore,86,WR,BUF,WR33,7,70,105,87.08,8.92,17265
Jadarian Price,87,RB,SEA,RB21,7,64,111,87.33,12.85,27329
Parker Washington,88,WR,JAC,WR34,7,60,118,88.50,14.98,23106
Alec Pierce,89,WR,IND,WR35,7,68,125,89.33,15.87,23791
Daniel Jones,90,QB,IND,QB26,8,73,103,91.00,8.67,18232
Derrick Henry,91,RB,BAL,RB22,8,67,104,91.75,11.92,15514
Bryce Young,92,QB,CAR,QB27,8,69,121,92.25,13.25,22900
Isaiah Likely,93,TE,NYG,TE9,8,81,125,94.92,11.43,23781
Bhayshul Tuten,94,RB,JAC,RB23,8,81,108,95.25,7.45,27297
Jordan Addison,95,WR,MIN,WR36,8,81,109,97.58,10.07,23107
DK Metcalf,96,WR,PIT,WR37,8,85,108,97.67,6.81,18219
Kenyon Sadiq,97,TE,NYJ,TE10,8,74,181,97.75,30.49,26055
D'Andre Swift,98,RB,CHI,RB24,8,88,113,101.25,6.04,19210
Davante Adams,99,WR,LAR,WR38,8,58,130,103.25,17.92,12123
Dalton Kincaid,100,TE,BUF,TE11,8,89,125,103.25,11.66,25247
Wan'Dale Robinson,101,WR,TEN,WR39,8,99,122,108.50,5.52,22985
Michael Wilson,102,WR,ARI,WR40,8,99,139,112.08,12.47,25333
George Kittle,103,TE,SF,TE12,8,76,170,112.33,25.46,16499
Josh Downs,104,WR,IND,WR41,8,100,145,112.67,11.70,24706
Mike Evans,105,WR,SF,WR42,8,94,129,113.17,8.20,12119
Quentin Johnston,106,WR,LAC,WR43,8,102,132,113.33,7.63,23123
David Montgomery,107,RB,HOU,RB25,8,101,122,113.42,6.10,18239
Eli Stowers,108,TE,PHI,TE13,8,68,209,113.50,41.32,23144
Michael Pittman Jr.,109,WR,PIT,WR44,8,101,129,113.83,7.90,19278
Denzel Boston,110,WR,CLE,WR45,8,90,136,114.58,14.89,27339
Josh Jacobs,111,RB,GB,RB26,8,83,166,116.83,27.74,18269
Xavier Worthy,112,WR,KC,WR46,8,106,154,117.83,11.94,23019
Courtland Sutton,113,WR,DEN,WR47,8,99,152,118.75,12.26,17253
Jayden Reed,114,WR,GB,WR48,8,97,143,119.00,11.19,23020
Omar Cooper Jr.,115,WR,NYJ,WR49,9,90,167,121.00,23.54,28127
Jake Ferguson,116,TE,DAL,TE14,9,98,141,123.58,12.00,22718
Chris Godwin Jr.,117,WR,TB,WR50,9,109,152,123.92,10.50,16406
Jakobi Meyers,118,WR,JAC,WR51,9,112,155,125.67,13.37,18598
Matthew Golden,119,WR,GB,WR52,9,114,144,125.75,7.17,26024
Jaylen Warren,120,RB,PIT,RB27,9,110,142,126.58,11.74,24209
Ty Simpson,121,QB,LAR,QB28,9,93,127,106.64,9.64,25368
Brenton Strange,122,TE,JAC,TE15,9,104,143,127.58,8.85,25345
Blake Corum,123,RB,LAR,RB28,9,104,152,128.00,19.34,23013
Jalen Coker,124,WR,CAR,WR53,9,121,139,130.00,5.26,26403
RJ Harvey,125,RB,DEN,RB29,9,111,165,133.50,17.09,27142
Jonathon Brooks,126,RB,CAR,RB30,9,103,172,135.00,20.49,26148
Romeo Doubs,127,WR,NE,WR54,9,106,183,135.92,22.74,23794
Dallas Goedert,128,TE,PHI,TE16,9,89,165,137.17,21.68,17270
Kyle Monangai,129,RB,CHI,RB31,9,111,165,137.42,16.98,27131
Jayden Higgins,130,WR,HOU,WR55,9,91,174,120.55,21.02,27077
Khalil Shakir,131,WR,BUF,WR56,9,122,165,141.58,13.43,23748
Michael Penix Jr.,132,QB,ATL,QB29,9,98,154,123.82,15.88,22973
Terrance Ferguson,133,TE,LAR,TE17,9,121,173,143.08,17.69,23091
Oronde Gadsden II,134,TE,LAC,TE18,9,107,204,143.42,30.68,25997
Rhamondre Stevenson,135,RB,NE,RB32,9,131,161,145.25,9.93,22726
Jonah Coleman,136,RB,DEN,RB33,9,113,208,146.42,25.73,27320
Mark Andrews,137,TE,BAL,TE19,9,111,236,146.58,29.77,17269
Chig Okonkwo,138,TE,WAS,TE20,9,103,198,146.83,24.82,23982
Rico Dowdle,139,RB,PIT,RB34,9,137,160,147.25,7.46,19647
De'Zhaun Stribling,140,WR,SF,WR57,9,87,185,130.00,27.14,28138
Antonio Williams,141,WR,WAS,WR58,9,123,217,150.25,25.69,25418
Chuba Hubbard,142,RB,CAR,RB35,9,120,183,153.75,18.43,19792
Zach Charbonnet,143,RB,SEA,RB36,9,123,199,156.25,22.19,23152
Juwan Johnson,144,TE,NO,TE21,9,127,189,156.58,18.97,19562
Tre' Harris,145,WR,LAC,WR59,9,129,195,156.67,17.98,26215
Kenny Gainwell,146,RB,TB,RB37,10,134,173,157.83,11.15,23310
Travis Hunter,147,WR,JAC,WR60,10,117,206,159.33,25.31,26034
AJ Barner,148,TE,SEA,TE22,10,128,192,160.92,17.87,26335
Tony Pollard,149,RB,TEN,RB38,10,125,198,161.00,21.73,18705
Travis Kelce,150,TE,KC,TE23,10,132,204,162.58,19.65,11594
J.K. Dobbins,151,RB,DEN,RB39,10,150,190,163.75,10.20,19245
Jalen McMillan,152,WR,TB,WR61,10,133,227,164.17,28.76,23179
Ja'Kobi Lane,153,WR,BAL,WR62,10,131,233,165.17,30.26,27337
Chris Bell,154,WR,MIA,WR63,10,126,240,165.75,37.38,26038
Rachaad White,155,RB,WAS,RB40,10,140,195,166.75,14.84,23891
Jordan Mason,156,RB,MIN,RB41,10,155,186,167.17,9.80,22969
Jacory Croskey-Merritt,157,RB,WAS,RB42,10,148,206,168.92,16.39,27316
Rashid Shaheed,158,WR,SEA,WR64,10,123,185,152.82,16.23,24687
Shedeur Sanders,159,QB,CLE,QB30,10,131,225,154.09,25.66,25968
Ricky Pearsall,160,WR,SF,WR65,10,112,179,137.40,21.07,26214
T.J. Hockenson,161,TE,MIN,TE24,10,151,200,173.58,15.24,18290
Germie Bernard,162,WR,PIT,WR66,10,146,217,174.83,20.24,26039
Pat Bryant,163,WR,DEN,WR67,10,136,193,164.00,18.47,27211
Hunter Henry,164,TE,NE,TE25,10,141,231,181.33,25.31,15561
Adonai Mitchell,165,WR,NYJ,WR68,10,136,198,166.45,20.67,24357
Woody Marks,166,RB,HOU,RB43,10,161,213,181.67,12.36,27520
Tyler Allgeier,167,RB,ARI,RB44,10,165,206,182.67,14.74,24172
Jaylin Noel,168,WR,HOU,WR69,10,149,201,170.18,15.41,27122
Emmett Johnson,169,RB,KC,RB45,10,155,207,185.08,16.57,28107
Gunnar Helm,170,TE,TEN,TE26,10,167,210,185.17,12.96,27109
Stefon Diggs,171,WR,WAS,WR70,10,127,177,153.30,19.17,13981
