name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Parker Washington,33,33,WR,WR,JAC,3168820,17,101,62,925,54.4,14.9,7,7,2,0.3,0,0,126,7.4,2026
Courtland Sutton,34,34,WR,WR,DEN,2218461,17,118,70,910,53.5,13,7,0,0,0,0,0,125,7.4,2026
D. Metcalf,35,35,WR,WR,PIT,2260185,17,103,61,892,52.5,14.6,6,2,10,5,1,0,123,7.2,2026
Quentin Johnston,36,36,WR,WR,LAC,3162609,17,98,58,786,46.2,13.6,9,3,7,2.3,0,1,122,7.2,2026
Chris Godwin,37,39,WR,WR,TB,2818150,17,108,75,841,49.5,11.2,6,1,1,1,0,0,111,6.5,2026
Michael Wilson,38,37,WR,WR,ARI,2965181,17,106,66,835,49.1,12.7,6,0,2,0,0,0,111,6.5,2026
Jordan Addison,39,38,WR,WR,MIN,3162290,17,89,50,735,43.2,14.7,6,3,78,26,1,0,111,6.5,2026
Romeo Doubs,40,40,WR,WR,NE,2961886,17,93,61,809,47.6,13.3,6,0,0,0,0,0,108,6.4,2026
K. Concepcion,41,41,WR,WR,CLE,29123718,17,115,71,878,51.6,12.4,5,2,10,5,0,2,106,6.2,2026
Rashid Shaheed,42,42,WR,WR,SEA,2250863,17,96,57,862,50.7,15.1,4,13,91,7,0,1,104,6.1,2026
De'Zhaun Stribling,43,43,WR,WR,SF,26696676,17,96,59,850,50,14.4,5,3,13,4.3,0,2,104,6.1,2026
Jakobi Meyers,44,44,WR,WR,JAC,2183835,17,102,68,814,47.9,12,5,4,17,4.3,0,1,101,5.9,2026
Calvin Ridley,45,46,WR,WR,TEN,2186328,17,99,50,847,49.8,16.9,3,3,23,7.7,1,0,100,5.9,2026
Jalen Coker,46,45,WR,WR,CAR,3163990,17,79,60,747,43.9,12.5,6,0,0,0,0,1,100,5.9,2026
Jayden Reed,47,47,WR,WR,GB,2967762,17,77,59,700,41.2,11.9,5,18,148,8.2,0,0,99,5.8,2026
Rashod Bateman,48,48,WR,WR,BAL,2960940,17,72,40,583,34.3,14.6,8,0,0,0,0,0,98,5.8,2026
Ja'Kobi Lane,49,50,WR,WR,BAL,29158151,17,71,44,654,38.5,14.9,7,3,17,5.7,0,1,97,5.7,2026
Josh Downs,50,49,WR,WR,IND,3162970,17,103,68,711,41.8,10.5,6,2,2,1,0,1,97,5.7,2026
Deebo Samuel,51,53,WR,WR,SF,2139735,17,92,65,645,37.9,9.9,5,36,114,3.2,1,0,95,5.6,2026
Jauan Jennings,52,52,WR,WR,MIN,2180514,17,83,51,629,37,12.3,7,0,0,0,0,1,95,5.6,2026
Jerry Jeudy,53,54,WR,WR,CLE,2741201,17,128,66,829,48.8,12.6,4,1,4,4,0,1,95,5.6,2026
Denzel Boston,54,51,WR,WR,CLE,28875368,17,111,69,845,49.7,12.3,4,2,10,5,0,2,95,5.6,2026
Michael Pittman,55,56,WR,WR,PIT,2240188,17,111,77,678,39.9,8.8,6,0,0,0,0,0,94,5.5,2026
Wan'Dale Robinson,56,55,WR,WR,TEN,3124107,17,127,84,797,46.9,9.5,4,2,6,3,0,0,94,5.5,2026
Stefon Diggs,57,58,WR,WR,WAS,2000038,17,85,68,748,44,11,4,1,2,2,0,0,91,5.4,2026
Xavier Worthy,58,57,WR,WR,KC,26730787,17,88,53,643,37.8,12.1,4,22,146,6.6,1,0,91,5.4,2026
Carnell Tate,59,59,WR,WR,TEN,29124411,17,91,56,772,45.4,13.8,4,2,9,4.5,0,2,89,5.2,2026
Keenan Allen,60,60,WR,WR,IND,1737096,17,99,62,675,39.7,10.9,5,0,0,0,0,0,88,5.2,2026
Makai Lemon,61,61,WR,WR,PHI,29123772,17,87,53,735,43.2,13.9,4,3,13,4.3,0,2,86,5.1,2026
Kayshon Boutte,62,62,WR,WR,HOU,3163170,17,61,39,583,34.3,15,6,0,0,0,0,0,86,5.1,2026
Elic Ayomanor,63,63,WR,WR,TEN,28900714,17,84,42,570,33.5,13.6,6,0,0,0,0,0,85,5,2026
Matthew Golden,64,64,WR,WR,GB,28874927,17,69,47,674,39.6,14.3,4,14,66,4.7,0,0,84,4.9,2026
Tre Tucker,65,65,WR,WR,LV,3121848,17,85,52,604,35.5,11.6,5,12,52,4.3,0,0,84,4.9,2026
Cooper Kupp,66,66,WR,WR,SEA,2006951,17,85,57,696,40.9,12.2,4,1,3,3,0,1,83,4.9,2026
Tank Dell,67,67,WR,WR,HOU,2963970,17,79,50,638,37.5,12.8,4,12,53,4.4,0,0,81,4.8,2026
Christian Kirk,68,69,WR,WR,SF,2180820,17,97,55,631,37.1,11.5,4,0,0,0,0,0,79,4.6,2026
Jalen Nailor,69,68,WR,WR,LV,2967232,17,76,43,567,33.4,13.2,5,2,7,3.5,0,0,79,4.6,2026
Troy Franklin,70,71,WR,WR,DEN,26693436,17,92,56,589,34.6,10.5,5,4,11,2.8,0,1,78,4.6,2026
Khalil Shakir,71,72,WR,WR,BUF,2969119,17,85,67,647,38.1,9.7,4,1,4,4,0,1,78,4.6,2026
Jalen McMillan,72,70,WR,WR,TB,3162347,17,66,46,625,36.8,13.6,4,5,29,5.8,0,0,78,4.6,2026
Bryce Lance,73,74,WR,WR,NO,26725855,17,86,53,710,41.8,13.4,3,2,10,5,0,2,77,4.5,2026
Marquise Brown,74,73,WR,WR,PHI,2804128,17,69,44,545,32.1,12.4,5,0,0,0,0,0,77,4.5,2026
Antonio Williams,75,75,WR,WR,WAS,28877974,17,72,45,648,38.1,14.4,4,3,15,5,0,2,76,4.5,2026
Tory Horton,76,76,WR,WR,SEA,3165177,17,64,39,502,29.5,12.9,6,1,6,6,0,1,75,4.4,2026
Devaughn Vele,77,77,WR,WR,NO,3121113,17,68,45,591,34.8,13.1,4,0,0,0,0,0,74,4.4,2026
Tyquan Thornton,78,78,WR,WR,KC,2965066,17,52,27,574,33.8,21.3,4,0,0,0,0,0,73,4.3,2026
Chris Bell,79,79,WR,WR,MIA,28877196,17,76,47,582,34.2,12.4,4,2,11,5.5,0,1,72,4.2,2026
Chimere Dike,80,80,WR,WR,TEN,3162452,17,70,45,431,25.4,9.6,6,10,17,1.7,0,1,70,4.1,2026
Jordyn Tyson,81,81,WR,WR,NO,28900885,13,67,42,596,45.8,14.2,3,2,8,4,0,1,66,5.1,2026
Omar Cooper Jr.,82,82,WR,WR,NYJ,28900921,17,72,44,520,30.6,11.8,4,2,13,6.5,0,1,66,3.9,2026
Jahdae Walker,83,83,WR,WR,CHI,29174299,17,52,32,430,25.3,13.4,5,1,7,7,0,0,65,3.8,2026
Darius Slayton,84,85,WR,WR,NYG,2183982,17,72,42,612,36,14.6,2,1,5,5,0,1,63,3.7,2026
Malik Benson,85,84,WR,WR,LV,29121426,17,77,47,549,32.3,11.7,3,2,8,4,0,1,63,3.7,2026
Isaac TeSlaa,86,86,WR,WR,DET,29122587,17,46,27,404,23.8,15,5,0,0,0,0,0,62,3.6,2026
Ashton Dulin,87,87,WR,WR,IND,3116796,17,49,25,551,32.4,22,2,6,66,11,0,0,61,3.6,2026
Jaylin Noel,88,89,WR,WR,HOU,26697286,17,57,40,451,26.5,11.3,4,6,13,2.2,0,0,60,3.5,2026
Germie Bernard,89,88,WR,WR,PIT,28878358,17,68,42,511,30.1,12.2,3,2,10,5,0,1,60,3.5,2026
Xavier Hutchinson,90,90,WR,WR,HOU,3161943,17,78,43,509,29.9,11.8,3,2,16,8,0,0,59,3.5,2026
Andrei Iosivas,91,91,WR,WR,CIN,2966908,17,62,35,470,27.6,13.4,3,3,11,3.7,0,0,56,3.3,2026
Adonai Mitchell,92,93,WR,WR,NYJ,26701928,17,77,38,480,28.2,12.6,3,2,-1,-0.5,0,1,55,3.2,2026
Ted Hurst,93,92,WR,WR,TB,29421796,17,57,35,485,28.5,13.9,3,2,13,6.5,0,1,55,3.2,2026
Demarcus Robinson,94,94,WR,WR,SF,2061095,17,53,32,458,26.9,14.3,3,1,5,5,0,0,54,3.2,2026
Luke McCaffrey,95,95,WR,WR,WAS,3121502,17,30,22,361,21.2,16.4,4,0,0,0,0,0,53,3.1,2026
Malik Washington,96,96,WR,WR,MIA,3124729,17,65,46,349,20.5,7.6,3,14,84,6,1,1,52,3.1,2026
Josh Palmer,97,97,WR,WR,BUF,2867325,17,58,35,479,28.2,13.7,2,0,0,0,0,0,51,3,2026
Caleb Douglas,98,98,WR,WR,MIA,28900321,17,57,35,433,25.5,12.4,3,2,11,5.5,0,1,51,3,2026
Devontez Walker,99,99,WR,WR,BAL,26702084,17,32,22,401,23.6,18.2,3,0,3,0,0,0,50,2.9,2026
Dontayvion Wicks,100,100,WR,WR,PHI,3122375,17,64,38,399,23.5,10.5,3,1,5,5,0,0,50,2.9,2026
