name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.22,0.42,17298
Drake Maye,2,QB,NE,QB2,1,1,5,2.22,1.13,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,23,5.89,6.12,22902
Ja'Marr Chase,4,WR,CIN,WR1,1,5,8,6.11,0.99,19788
Lamar Jackson,5,QB,BAL,QB4,2,2,27,6.33,7.38,17233
Joe Burrow,6,QB,CIN,QB5,2,3,16,6.78,3.76,19196
Bijan Robinson,7,RB,ATL,RB1,2,7,13,9.33,1.76,23133
Puka Nacua,8,WR,LAR,WR2,2,7,15,9.44,2.36,23180
Jahmyr Gibbs,9,RB,DET,RB2,2,7,12,9.67,1.63,22968
Jaxon Smith-Njigba,10,WR,SEA,WR3,2,7,13,10.11,1.91,23070
Caleb Williams,11,QB,CHI,QB6,2,4,41,11.56,10.71,23084
Justin Herbert,12,QB,LAC,QB7,2,7,26,12.00,5.35,18635
Jalen Hurts,13,QB,PHI,QB8,3,4,20,13.33,5.50,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,22,15.22,3.12,19799
Patrick Mahomes II,15,QB,KC,QB9,3,11,26,17.33,5.29,16413
Justin Jefferson,16,WR,MIN,WR5,3,12,24,17.33,3.83,19236
Trevor Lawrence,17,QB,JAC,QB10,3,13,28,18.11,4.95,19780
CeeDee Lamb,18,WR,DAL,WR6,3,14,29,18.22,4.89,19202
Ashton Jeanty,19,RB,LV,RB3,3,13,29,20.78,4.54,25989
Malik Nabers,20,WR,NYG,WR7,4,15,33,22.11,5.09,25409
Jeremiyah Love,21,RB,ARI,RB4,4,14,28,22.56,4.45,25403
Drake London,22,WR,ATL,WR8,4,13,27,23.89,4.12,23163
De'Von Achane,23,RB,MIA,RB5,4,17,38,26.00,6.15,23136
Jaxson Dart,24,QB,NYG,QB11,4,21,37,27.89,5.17,23160
Bo Nix,25,QB,DEN,QB12,4,20,45,28.00,8.58,22910
Omarion Hampton,26,RB,LAC,RB6,4,19,36,28.22,5.55,25395
Brock Purdy,27,QB,SF,QB13,4,15,44,28.33,9.25,19797
James Cook III,28,RB,BUF,RB7,4,19,36,28.44,5.56,22958
Brock Bowers,29,TE,LV,TE1,4,18,44,28.67,9.51,22955
Jonathan Taylor,30,RB,IND,RB8,4,16,49,30.44,9.86,19217
Tetairoa McMillan,31,WR,CAR,WR9,4,26,39,31.44,3.50,25417
Nico Collins,32,WR,HOU,WR10,4,29,36,32.89,2.73,20130
Dak Prescott,33,QB,DAL,QB14,5,17,61,33.56,13.69,15600
George Pickens,34,WR,DAL,WR11,5,27,40,34.22,3.82,22963
Emeka Egbuka,35,WR,TB,WR12,5,25,51,36.11,8.84,23062
Jordan Love,36,QB,GB,QB15,5,20,67,36.78,13.01,19246
Chris Olave,37,WR,NO,WR13,5,16,48,37.22,8.59,20111
Garrett Wilson,38,WR,NYJ,WR14,5,33,47,39.33,5.81,23072
Kenneth Walker III,39,RB,KC,RB9,5,26,59,39.44,9.46,23021
Trey McBride,40,TE,ARI,TE2,5,27,61,41.33,8.84,22936
Zay Flowers,41,WR,BAL,WR15,5,35,53,43.00,5.23,22916
A.J. Brown,42,WR,NE,WR16,5,35,49,43.00,4.42,18218
Carnell Tate,43,WR,TEN,WR17,5,25,57,43.22,9.21,26009
