name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.6,1.02,765,1,4,0.7,6,ppr,8,6,4460,2026-07-28,2026-08-04
Bijan Robinson,2,2,RB,ATL,5670,2,1.02,553,1,4,0.8,11,ppr,8,6,4460,2026-07-28,2026-08-04
Puka Nacua,3,3,WR,LAR,5714,2.7,1.03,184,1,6,0.9,11,ppr,8,6,4460,2026-07-28,2026-08-04
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,1011,1,7,1,6,ppr,8,6,4460,2026-07-28,2026-08-04
Christian McCaffrey,5,5,RB,SF,2434,5.3,1.05,493,1,10,1.3,8,ppr,8,6,4460,2026-07-28,2026-08-04
Jaxon Smith-Njigba,6,6,WR,SEA,5671,5.9,1.06,583,2,11,1.2,11,ppr,8,6,4460,2026-07-28,2026-08-04
Amon-Ra St. Brown,7,7,WR,DET,5182,7.2,1.07,611,3,11,1.3,6,ppr,8,6,4460,2026-07-28,2026-08-04
Jonathan Taylor,8,8,RB,IND,4864,7.6,1.08,677,3,13,1.6,13,ppr,8,6,4460,2026-07-28,2026-08-04
De'Von Achane,9,9,RB,MIA,5683,9.4,2.01,280,4,15,1.8,6,ppr,8,6,4460,2026-07-28,2026-08-04
Drake London,10,10,WR,ATL,5574,10.8,2.03,198,7,16,1.6,11,ppr,8,6,4460,2026-07-28,2026-08-04
CeeDee Lamb,11,11,WR,DAL,4869,11.3,2.03,622,6,18,2,14,ppr,8,6,4460,2026-07-28,2026-08-04
Rashee Rice,12,12,WR,KC,5696,11.5,2.03,123,7,16,1.6,5,ppr,8,6,4460,2026-07-28,2026-08-04
Chase Brown,13,13,RB,CIN,5706,12.3,2.04,546,6,21,2.2,6,ppr,8,6,4460,2026-07-28,2026-08-04
Justin Jefferson,14,14,WR,MIN,4876,13.3,2.05,622,6,20,2.7,6,ppr,8,6,4460,2026-07-28,2026-08-04
Ashton Jeanty,15,15,RB,LV,6500,13.8,2.06,620,5,21,3.1,13,ppr,8,6,4460,2026-07-28,2026-08-04
James Cook III,16,16,RB,BUF,5652,15.3,2.07,1169,7,23,2.9,7,ppr,8,6,4460,2026-07-28,2026-08-04
Derrick Henry,17,17,RB,BAL,2350,16.1,2.08,276,7,24,3.2,13,ppr,8,6,4460,2026-07-28,2026-08-04
A.J. Brown,18,18,WR,NE,3247,17.3,3.01,585,9,24,2.9,11,ppr,8,6,4460,2026-07-28,2026-08-04
Saquon Barkley,19,19,RB,PHI,2860,18.8,3.03,998,10,27,3.1,10,ppr,8,6,4460,2026-07-28,2026-08-04
Omarion Hampton,20,20,RB,LAC,6538,20,3.04,1080,10,30,3.5,7,ppr,8,6,4460,2026-07-28,2026-08-04
Chris Olave,21,21,WR,NO,5544,20.2,3.04,181,14,27,2.3,8,ppr,8,6,4460,2026-07-28,2026-08-04
George Pickens,22,22,WR,DAL,5576,21.3,3.05,379,14,29,2.6,14,ppr,8,6,4460,2026-07-28,2026-08-04
Nico Collins,23,23,WR,HOU,5207,23.1,3.07,490,16,30,2.6,8,ppr,8,6,4460,2026-07-28,2026-08-04
Josh Jacobs,24,24,RB,GB,3255,24.6,4.01,298,18,31,2.7,11,ppr,8,6,4460,2026-07-28,2026-08-04
Jeremiyah Love,25,25,RB,ARI,6769,25.1,4.01,298,17,32,3,14,ppr,8,6,4460,2026-07-28,2026-08-04
Josh Allen,26,26,QB,BUF,2885,26.4,4.02,541,9,42,6.6,7,ppr,8,6,4460,2026-07-28,2026-08-04
Zay Flowers,27,27,WR,BAL,5675,26.5,4.03,150,20,33,2.8,13,ppr,8,6,4460,2026-07-28,2026-08-04
Kenneth Walker III,28,28,RB,KC,5625,26.8,4.03,1261,17,37,3.7,5,ppr,8,6,4460,2026-07-28,2026-08-04
Breece Hall,29,29,RB,NYJ,5503,28,4.04,198,20,36,2.7,13,ppr,8,6,4460,2026-07-28,2026-08-04
Garrett Wilson,30,30,WR,NYJ,5548,28.2,4.04,184,22,36,2.8,13,ppr,8,6,4460,2026-07-28,2026-08-04
DeVonta Smith,31,31,WR,PHI,4883,28.9,4.05,590,20,38,3.4,10,ppr,8,6,4460,2026-07-28,2026-08-04
Cam Skattebo,32,32,RB,NYG,6509,30.8,4.07,283,21,42,3.5,8,ppr,8,6,4460,2026-07-28,2026-08-04
Kyren Williams,33,33,RB,LAR,5623,32.2,4.08,609,22,44,3.6,11,ppr,8,6,4460,2026-07-28,2026-08-04
Tetairoa McMillan,34,34,WR,CAR,6561,33.7,5.02,384,24,43,3.4,5,ppr,8,6,4460,2026-07-28,2026-08-04
Emeka Egbuka,35,35,WR,TB,6576,33.8,5.02,824,21,49,4.5,10,ppr,8,6,4460,2026-07-28,2026-08-04
Malik Nabers,36,36,WR,NYG,6183,34.8,5.03,766,22,56,4.7,8,ppr,8,6,4460,2026-07-28,2026-08-04
