name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.5,1.02,302,1,3,0.8,7,2qb,10,6,2070,2026-07-04,2026-08-03
Jahmyr Gibbs,2,2,RB,DET,5672,2.2,1.02,175,1,4,0.8,6,2qb,10,6,2070,2026-07-04,2026-08-03
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,151,1,4,0.7,11,2qb,10,6,2070,2026-07-04,2026-08-03
Lamar Jackson,4,5,QB,BAL,2888,5.2,1.05,219,1,14,1.8,13,2qb,10,6,2070,2026-07-04,2026-08-03
Joe Burrow,5,4,QB,CIN,4882,5.2,1.05,144,1,11,2.1,6,2qb,10,6,2070,2026-07-04,2026-08-03
Puka Nacua,6,7,WR,LAR,5714,6.6,1.07,226,1,13,2.6,11,2qb,10,6,2070,2026-07-04,2026-08-03
Drake Maye,7,8,QB,NE,6187,6.6,1.07,197,1,12,2.1,11,2qb,10,6,2070,2026-07-04,2026-08-03
Jonathan Taylor,8,6,RB,IND,4864,6.6,1.07,158,3,12,1.6,13,2qb,10,6,2070,2026-07-04,2026-08-03
Dak Prescott,9,9,QB,DAL,2377,8.7,1.09,89,1,16,3.8,14,2qb,10,6,2070,2026-07-04,2026-08-03
Ja'Marr Chase,10,10,WR,CIN,5177,10.7,2.01,539,1,26,5,6,2qb,10,6,2070,2026-07-04,2026-08-03
Christian McCaffrey,11,11,RB,SF,2434,12.2,2.02,313,3,21,3.5,8,2qb,10,6,2070,2026-07-04,2026-08-03
Jayden Daniels,12,12,QB,WAS,5854,12.2,2.02,210,5,20,2.6,7,2qb,10,6,2070,2026-07-04,2026-08-03
Trevor Lawrence,13,13,QB,JAX,5186,15.3,2.05,64,4,25,4.1,7,2qb,10,6,2070,2026-07-04,2026-08-03
Jaxon Smith-Njigba,14,14,WR,SEA,5671,15.5,2.05,323,5,30,4.6,11,2qb,10,6,2070,2026-07-04,2026-08-03
Patrick Mahomes,15,15,QB,KC,2462,15.5,2.05,93,1,27,5.8,5,2qb,10,6,2070,2026-07-04,2026-08-03
Derrick Henry,16,16,RB,BAL,2350,15.8,2.06,92,7,23,3.1,13,2qb,10,6,2070,2026-07-04,2026-08-03
Jalen Hurts,17,17,QB,PHI,5025,15.9,2.06,133,4,29,4.3,10,2qb,10,6,2070,2026-07-04,2026-08-03
Brock Purdy,18,18,QB,SF,5648,17.3,2.07,46,9,29,4.7,8,2qb,10,6,2070,2026-07-04,2026-08-03
Matthew Stafford,19,19,QB,LAR,1664,18.7,2.09,163,11,36,3.8,11,2qb,10,6,2070,2026-07-04,2026-08-03
James Cook III,20,20,RB,BUF,5652,19.7,2.10,403,9,28,4.1,7,2qb,10,6,2070,2026-07-04,2026-08-03
Justin Herbert,21,21,QB,LAC,4887,19.9,2.10,136,1,38,7.5,7,2qb,10,6,2070,2026-07-04,2026-08-03
Jared Goff,22,22,QB,DET,2351,20.2,2.10,71,12,27,2.9,6,2qb,10,6,2070,2026-07-04,2026-08-03
Amon-Ra St. Brown,23,23,WR,DET,5182,20.8,3.01,462,9,32,4.8,6,2qb,10,6,2070,2026-07-04,2026-08-03
Caleb Williams,24,24,QB,CHI,6173,21.5,3.02,203,6,38,5.8,10,2qb,10,6,2070,2026-07-04,2026-08-03
