name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,4,1.60,1.20,17298
Ja'Marr Chase,2,WR,CIN,WR1,1,1,9,4.80,2.86,19788
Drake Maye,3,QB,NE,QB2,1,2,11,5.00,3.35,23046
Jaxon Smith-Njigba,4,WR,SEA,WR2,1,2,10,5.40,3.20,23070
Puka Nacua,5,WR,LAR,WR3,2,5,15,9.20,3.31,23180
Bijan Robinson,6,RB,ATL,RB1,2,3,18,9.40,5.39,23133
Jahmyr Gibbs,7,RB,DET,RB2,2,5,19,9.60,5.31,22968
Lamar Jackson,8,QB,BAL,QB3,2,3,27,9.80,8.91,17233
Joe Burrow,9,QB,CIN,QB4,2,2,25,12.20,9.11,19196
Amon-Ra St. Brown,10,WR,DET,WR4,2,9,22,12.60,4.84,19799
Jayden Daniels,11,QB,WAS,QB5,2,4,23,13.00,8.41,22902
Jalen Hurts,12,QB,PHI,QB6,3,3,29,13.40,9.69,19275
CeeDee Lamb,13,WR,DAL,WR5,3,13,19,15.80,2.14,19202
Justin Herbert,14,QB,LAC,QB7,3,7,28,16.60,8.85,18635
Patrick Mahomes II,15,QB,KC,QB8,3,11,24,16.80,4.26,16413
Caleb Williams,16,QB,CHI,QB9,3,4,50,17.40,16.68,23084
Ashton Jeanty,17,RB,LV,RB3,3,11,27,17.60,5.82,25989
Malik Nabers,18,WR,NYG,WR6,3,10,34,19.60,8.36,25409
Drake London,19,WR,ATL,WR7,3,12,27,20.40,5.95,23163
Justin Jefferson,20,WR,MIN,WR8,4,13,32,21.20,6.62,19236
Trevor Lawrence,21,QB,JAC,QB10,4,14,28,22.00,5.48,19780
Jeremiyah Love,22,RB,ARI,RB4,4,10,48,22.60,13.44,25403
De'Von Achane,23,RB,MIA,RB5,4,17,34,24.20,5.71,23136
Brock Bowers,24,TE,LV,TE1,4,11,44,24.40,10.86,22955
James Cook III,25,RB,BUF,RB6,4,18,31,25.60,5.85,22958
Brock Purdy,26,QB,SF,QB11,4,15,42,25.80,9.02,19797
Omarion Hampton,27,RB,LAC,RB7,4,19,34,29.40,5.46,25395
Trey McBride,28,TE,ARI,TE2,4,16,48,29.80,11.60,22936
Bo Nix,29,QB,DEN,QB12,5,13,49,31.00,11.75,22910
Tetairoa McMillan,30,WR,CAR,WR9,5,24,39,31.80,4.79,25417
Jaxson Dart,31,QB,NYG,QB13,5,24,37,31.80,4.35,23160
Chris Olave,32,WR,NO,WR10,5,15,43,33.00,9.49,20111
George Pickens,33,WR,DAL,WR11,5,23,40,33.20,6.11,22963
Dak Prescott,34,QB,DAL,QB14,5,17,57,33.40,14.89,15600
Kenneth Walker III,35,RB,KC,RB8,5,19,42,34.40,8.11,23021
Nico Collins,36,WR,HOU,WR12,5,30,42,35.00,4.29,20130
Emeka Egbuka,37,WR,TB,WR13,5,27,50,35.60,8.28,23062
Jonathan Taylor,38,RB,IND,RB9,5,28,54,35.60,9.73,19217
Carnell Tate,39,WR,TEN,WR14,5,16,49,37.60,11.39,26009
Jordan Love,40,QB,GB,QB15,5,20,61,39.40,13.51,19246
Garrett Wilson,41,WR,NYJ,WR15,5,33,58,42.40,8.69,23072
Jared Goff,42,QB,DET,QB16,5,30,56,44.80,8.84,15501
Breece Hall,43,RB,NYJ,RB10,5,30,72,45.00,14.32,22982
Colston Loveland,44,TE,CHI,TE3,6,21,65,46.40,18.15,26006
DeVonta Smith,45,WR,PHI,WR16,6,41,57,47.00,5.83,19222
Zay Flowers,46,WR,BAL,WR17,6,37,70,48.20,12.02,22916
Chase Brown,47,RB,CIN,RB11,6,47,61,52.00,5.14,25324
Ladd McConkey,48,WR,LAC,WR18,6,42,75,53.80,11.43,26122
Rashee Rice,49,WR,KC,WR19,6,37,92,55.20,19.63,23113
Tee Higgins,50,WR,CIN,WR20,6,42,70,55.80,10.13,19211
Luther Burden III,51,WR,CHI,WR21,6,44,80,56.00,13.07,27016
Jaylen Waddle,52,WR,DEN,WR22,6,40,76,56.20,13.27,19790
Tyler Warren,53,TE,IND,TE4,6,39,79,56.40,13.47,26434
A.J. Brown,54,WR,NE,WR23,6,35,81,56.80,19.29,18218
Makai Lemon,55,WR,PHI,WR24,6,47,74,58.40,9.52,25420
Jordyn Tyson,56,WR,NO,WR25,6,45,92,59.40,17.83,26035
Baker Mayfield,57,QB,TB,QB17,6,53,79,59.80,9.70,17237
Tucker Kraft,58,TE,GB,TE5,6,51,69,61.40,6.95,25298
Fernando Mendoza,59,QB,LV,QB18,6,52,87,61.80,13.23,28013
Christian McCaffrey,60,RB,SF,RB12,6,40,71,62.60,11.60,16393
Tyler Shough,61,QB,NO,QB19,6,51,80,62.60,10.23,23096
Rome Odunze,62,WR,CHI,WR26,7,49,84,64.00,11.51,25411
Saquon Barkley,63,RB,PHI,RB13,7,53,74,64.80,6.88,17240
Jameson Williams,64,WR,DET,WR27,7,51,78,65.60,9.31,23677
Quinshon Judkins,65,RB,CLE,RB14,7,53,88,66.80,13.12,25391
Christian Watson,66,WR,GB,WR28,7,48,85,67.20,14.61,23886
Kyren Williams,67,RB,LAR,RB15,7,63,75,69.20,4.75,23059
TreVeyon Henderson,68,RB,NE,RB16,7,64,74,69.20,4.35,23065
Dalton Kincaid,69,TE,BUF,TE6,7,57,91,70.00,13.22,25247
Kyle Pitts Sr.,70,TE,ATL,TE7,7,48,84,70.40,13.09,20164
Marvin Harrison Jr.,71,WR,ARI,WR29,7,55,100,72.80,16.64,23064
Jadarian Price,72,RB,SEA,RB17,7,62,88,73.40,9.54,27329
Sam Darnold,73,QB,SEA,QB20,7,58,90,74.00,12.70,17236
Kyler Murray,74,QB,MIN,QB21,7,49,104,74.60,20.13,18600
Sam LaPorta,75,TE,DET,TE8,7,67,79,74.80,4.62,22978
Brian Thomas Jr.,76,WR,JAC,WR30,7,61,90,76.00,10.26,23000
KC Concepcion Jr.,77,WR,CLE,WR31,7,45,108,76.20,20.35,27331
Cam Ward,78,QB,TEN,QB22,7,66,95,78.00,11.14,24755
Malik Willis,79,QB,MIA,QB23,7,55,93,78.40,14.36,23499
Harold Fannin Jr.,80,TE,CLE,TE9,7,68,98,78.60,11.16,27050
Matthew Stafford,81,QB,LAR,QB24,7,28,98,79.20,25.88,9451
Javonte Williams,82,RB,DAL,RB18,7,62,100,79.20,12.61,22739
Parker Washington,83,WR,JAC,WR32,7,57,107,80.60,19.60,23106
C.J. Stroud,84,QB,HOU,QB25,7,38,105,80.80,22.57,23071
Travis Etienne Jr.,85,RB,NO,RB19,8,76,102,84.80,9.50,19231
Bucky Irving,86,RB,TB,RB20,8,72,99,85.00,10.06,25981
Terry McLaurin,87,WR,WAS,WR33,8,56,105,86.00,17.56,18466
Kenyon Sadiq,88,TE,NYJ,TE10,8,76,93,86.00,6.23,26055
Alec Pierce,89,WR,IND,WR34,8,66,113,86.20,17.23,23791
Isaiah Likely,90,TE,NYG,TE11,8,68,98,86.20,10.55,23781
DJ Moore,91,WR,BUF,WR35,8,76,105,88.00,9.53,17265
Derrick Henry,92,RB,BAL,RB21,8,70,104,91.60,11.76,15514
Daniel Jones,93,QB,IND,QB26,8,77,103,92.20,8.54,18232
Cam Skattebo,94,RB,NYG,RB22,8,77,105,92.80,9.56,27166
Bhayshul Tuten,95,RB,JAC,RB23,8,72,108,96.00,12.41,27297
Jordan Addison,96,WR,MIN,WR36,8,81,109,96.00,10.95,23107
DK Metcalf,97,WR,PIT,WR37,8,84,108,98.60,7.91,18219
D'Andre Swift,98,RB,CHI,RB24,8,87,113,100.40,8.52,19210
Denzel Boston,99,WR,CLE,WR38,8,53,135,100.60,28.03,27339
Davante Adams,100,WR,LAR,WR39,8,59,133,103.80,25.13,12123
Josh Jacobs,101,RB,GB,RB25,8,86,139,105.60,18.39,18269
Bryce Young,102,QB,CAR,QB27,9,25,98,64.50,26.00,22900
George Kittle,103,TE,SF,TE12,9,74,182,107.80,38.09,16499
Wan'Dale Robinson,104,WR,TEN,WR40,9,91,123,108.20,10.19,22985
Michael Wilson,105,WR,ARI,WR41,9,97,139,109.40,15.08,25333
Michael Pittman Jr.,106,WR,PIT,WR42,9,99,121,113.20,7.76,19278
David Montgomery,107,RB,HOU,RB26,9,103,120,113.60,5.75,18239
Quentin Johnston,108,WR,LAC,WR43,9,108,132,115.80,8.63,23123
Courtland Sutton,109,WR,DEN,WR44,9,109,122,116.40,5.31,17253
Mike Evans,110,WR,SF,WR45,9,111,126,117.20,5.11,12119
Jayden Higgins,111,WR,HOU,WR46,9,83,154,117.60,27.66,27077
Josh Downs,112,WR,IND,WR47,9,99,145,117.80,15.46,24706
Xavier Worthy,113,WR,KC,WR48,9,82,154,118.80,22.99,23019
Chris Godwin Jr.,114,WR,TB,WR49,9,110,131,120.00,7.07,16406
Jaylen Warren,115,RB,PIT,RB27,9,102,141,120.60,16.16,24209
Omar Cooper Jr.,116,WR,NYJ,WR50,9,91,150,121.20,21.31,28127
Eli Stowers,117,TE,PHI,TE13,9,89,159,121.40,23.84,23144
Jayden Reed,118,WR,GB,WR51,9,95,143,121.40,16.52,23020
Jake Ferguson,119,TE,DAL,TE14,9,105,130,122.20,8.82,22718
Jalen Coker,120,WR,CAR,WR52,9,107,131,124.80,8.95,26403
Kyle Monangai,121,RB,CHI,RB28,9,107,144,125.00,15.99,27131
Dallas Goedert,122,TE,PHI,TE15,9,94,135,125.20,15.71,17270
Matthew Golden,123,WR,GB,WR53,9,113,137,127.00,8.97,26024
Jakobi Meyers,124,WR,JAC,WR54,9,113,155,127.20,14.62,18598
Brenton Strange,125,TE,JAC,TE16,9,123,143,130.40,6.86,25345
