name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,133,K,DAL,6162,130.2,17.02,1569,68,184,23.6,14,ppr,8,6,6466,2026-08-08,2026-08-15
Jason Myers,2,145,K,SEA,2424,138.2,18.02,197,85,186,20.1,11,ppr,8,6,6466,2026-08-08,2026-08-15
Ka'imi Fairbairn,3,147,K,HOU,2531,140.2,18.04,138,89,187,20.5,8,ppr,8,6,6466,2026-08-08,2026-08-15
Cameron Dicker,4,153,K,LAC,5538,144.4,18.08,184,95,190,19,7,ppr,8,6,6466,2026-08-08,2026-08-15
Jake Bates,5,168,K,DET,6055,150.6,19.07,146,108,191,16.1,6,ppr,8,6,6466,2026-08-08,2026-08-15
Harrison Mevis,6,171,K,LAR,6299,150.8,19.07,56,122,188,14.4,11,ppr,8,6,6466,2026-08-08,2026-08-15
Andy Borregales,7,173,K,NE,6585,151.4,19.07,5,142,174,13,11,ppr,8,6,6466,2026-08-08,2026-08-15
Trey Smack,8,183,K,GB,6835,155.3,20.03,10,77,177,31,11,ppr,8,6,6466,2026-08-08,2026-08-15
Nick Folk,9,184,K,ATL,383,155.4,20.03,44,137,180,13.1,11,ppr,8,6,6466,2026-08-08,2026-08-15
Chase McLaughlin,10,190,K,TB,4865,157.3,20.05,110,136,210,14.7,10,ppr,8,6,6466,2026-08-08,2026-08-15
Chris Boswell,11,192,K,PIT,2340,157.8,20.06,21,118,206,19,9,ppr,8,6,6466,2026-08-08,2026-08-15
Will Reichard,12,193,K,MIN,6296,158,20.06,71,117,210,17,6,ppr,8,6,6466,2026-08-08,2026-08-15
Cam Little,13,197,K,JAX,6188,159.3,20.07,253,112,204,18.1,7,ppr,8,6,6466,2026-08-08,2026-08-15
Eddy Piñeiro,14,200,K,SF,3097,159.4,20.07,70,134,201,15.1,8,ppr,8,6,6466,2026-08-08,2026-08-15
Tyler Loop,15,203,K,BAL,6587,160.6,21.01,108,118,194,16,13,ppr,8,6,6466,2026-08-08,2026-08-15
Cairo Santos,16,204,K,CHI,2335,160.8,21.01,59,120,202,15.6,10,ppr,8,6,6466,2026-08-08,2026-08-15
Harrison Butker,17,208,K,KC,2514,161.4,21.01,125,116,210,17.3,5,ppr,8,6,6466,2026-08-08,2026-08-15
Tyler Bass,18,222,K,BUF,5036,163.3,21.03,13,141,209,22.7,7,ppr,8,6,6466,2026-08-08,2026-08-15
Wil Lutz,19,224,K,DEN,2522,164.1,21.04,66,116,209,18.2,10,ppr,8,6,6466,2026-08-08,2026-08-15
Evan McPherson,20,234,K,CIN,5669,168.5,21.08,93,120,210,18.6,6,ppr,8,6,6466,2026-08-08,2026-08-15
Blake Grupe,21,245,K,IND,6046,172.3,22.04,13,144,210,16.1,13,ppr,8,6,6466,2026-08-08,2026-08-15
