name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.7,1.02,952,1,4,0.8,6,2qb,10,6,5708,2026-08-16,2026-09-15
Josh Allen,2,2,QB,BUF,2885,1.9,1.02,936,1,4,0.9,7,2qb,10,6,5708,2026-08-16,2026-09-15
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,538,1,6,0.6,11,2qb,10,6,5708,2026-08-16,2026-09-15
Jonathan Taylor,4,4,RB,IND,4864,5.1,1.05,550,3,10,1.2,13,2qb,10,6,5708,2026-08-16,2026-09-15
Puka Nacua,5,5,WR,LAR,5714,5.2,1.05,426,2,11,1.4,11,2qb,10,6,5708,2026-08-16,2026-09-15
Ja'Marr Chase,6,6,WR,CIN,5177,5.7,1.06,1225,1,14,1.8,6,2qb,10,6,5708,2026-08-16,2026-09-15
Drake Maye,7,7,QB,NE,6187,7.9,1.08,794,1,17,2.9,11,2qb,10,6,5708,2026-08-16,2026-09-15
Jaxon Smith-Njigba,8,8,WR,SEA,5671,8.6,1.09,660,1,20,2.9,11,2qb,10,6,5708,2026-08-16,2026-09-15
Lamar Jackson,9,10,QB,BAL,2888,8.7,1.09,1282,1,17,3.2,13,2qb,10,6,5708,2026-08-16,2026-09-15
Christian McCaffrey,10,9,RB,SF,2434,8.7,1.09,862,3,16,2.4,8,2qb,10,6,5708,2026-08-16,2026-09-15
Derrick Henry,11,11,RB,BAL,2350,9.8,1.10,362,3,19,2.5,13,2qb,10,6,5708,2026-08-16,2026-09-15
Joe Burrow,12,12,QB,CIN,4882,9.9,1.10,920,1,20,3.1,6,2qb,10,6,5708,2026-08-16,2026-09-15
James Cook III,13,13,RB,BUF,5652,13.1,2.03,1338,4,27,3.5,7,2qb,10,6,5708,2026-08-16,2026-09-15
Amon-Ra St. Brown,14,14,WR,DET,5182,13.2,2.03,1195,3,27,3.8,6,2qb,10,6,5708,2026-08-16,2026-09-15
Dak Prescott,15,15,QB,DAL,2377,14.4,2.04,581,6,27,3.1,14,2qb,10,6,5708,2026-08-16,2026-09-15
Jayden Daniels,16,16,QB,WAS,5854,14.9,2.05,507,7,26,2.9,7,2qb,10,6,5708,2026-08-16,2026-09-15
Matthew Stafford,17,17,QB,LAR,1664,17.3,2.07,363,9,28,2.9,11,2qb,10,6,5708,2026-08-16,2026-09-15
Jalen Hurts,18,18,QB,PHI,5025,17.9,2.08,604,9,30,3.2,10,2qb,10,6,5708,2026-08-16,2026-09-15
